,occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,age
67949,524593,occ,,,51702,Stylosphaera,genus,350.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
67950,524594,occ,,,51703,Stylosphaera,genus,350.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67951,524595,occ,,,51704,Stylosphaera,genus,350.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67952,524596,occ,,,51705,Stylosphaera,genus,350.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67953,524597,occ,,,51706,Stylosphaera,genus,350.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67954,524598,occ,,,51707,Stylosphaera,genus,350.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67955,524599,occ,,,51779,Stylosphaera,genus,350.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67956,524600,occ,,,51780,Stylosphaera,genus,350.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67957,524601,occ,,,51781,Stylosphaera,genus,350.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67958,524602,occ,,,51782,Stylosphaera,genus,350.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67959,524603,occ,,,51783,Stylosphaera,genus,350.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67972,524616,occ,,,49117,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,12.808333,43.258331,140.0
67973,524617,occ,,,49118,Dicroa periosa,species,402662.0,Late Berriasian,Early Valanginian,145.0,136.4,13135,12.808333,43.258331,140.0
67974,524618,occ,,,49119,Dicroa periosa,species,402662.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
67991,524635,occ,,,51702,Dicroa periosa,species,402662.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
67992,524636,occ,,,51703,Dicroa periosa,species,402662.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67993,524637,occ,,,51704,Dicroa periosa,species,402662.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67994,524638,occ,,,51705,Dicroa periosa,species,402662.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67995,524639,occ,,,51706,Dicroa periosa,species,402662.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67996,524640,occ,,,51707,Dicroa periosa,species,402662.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67997,524641,occ,,,51779,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67998,524642,occ,,,51780,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
67999,524643,occ,,,51781,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68000,524644,occ,,,51782,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68001,524645,occ,,,51783,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68002,524646,occ,,,51784,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68003,524647,occ,,,51785,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68004,524648,occ,,,51786,Dicroa periosa,species,402662.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68047,524691,occ,,,49109,Triactoma,genus,374.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68048,524692,occ,,,49110,Triactoma,genus,374.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68049,524696,occ,,,49117,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,12.808333,43.258331,140.0
68050,524697,occ,,,49118,Triactoma,genus,374.0,Late Berriasian,Early Valanginian,145.0,136.4,13135,12.808333,43.258331,140.0
68051,524698,occ,,,49119,Triactoma,genus,374.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68052,524699,occ,,,49120,Triactoma,genus,374.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68053,524700,occ,,,49121,Triactoma,genus,374.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68054,524701,occ,,,49122,Triactoma,genus,374.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68066,524713,occ,,,51702,Triactoma,genus,374.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68067,524714,occ,,,51703,Triactoma,genus,374.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68068,524715,occ,,,51704,Triactoma,genus,374.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68069,524716,occ,,,51705,Triactoma,genus,374.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68070,524717,occ,,,51706,Triactoma,genus,374.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68071,524718,occ,,,51707,Triactoma,genus,374.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68072,524719,occ,,,51779,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68073,524720,occ,,,51780,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68074,524721,occ,,,51781,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68075,524722,occ,,,51782,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68076,524723,occ,,,51783,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68077,524724,occ,,,51784,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68078,524725,occ,,,51785,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68079,524726,occ,,,51786,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68080,524727,occ,,,51787,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68081,524728,occ,,,51788,Triactoma,genus,374.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68082,524729,occ,,,51789,Triactoma,genus,374.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68083,524730,occ,,,51790,Triactoma,genus,374.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68084,524731,occ,,,51791,Triactoma,genus,374.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68085,524732,occ,,,49109,Pantanellium cantuchapai,species,159979.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68086,524733,occ,,,49110,Pantanellium cantuchapai,species,159979.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68087,524738,occ,,,49117,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,12.808333,43.258331,140.0
68088,524739,occ,,,49118,Pantanellium cantuchapai,species,159979.0,Late Berriasian,Early Valanginian,145.0,136.4,13135,12.808333,43.258331,140.0
68089,524740,occ,,,49119,Pantanellium cantuchapai,species,159979.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68090,524741,occ,,,49120,Pantanellium cantuchapai,species,159979.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68091,524742,occ,,,49121,Pantanellium cantuchapai,species,159979.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68092,524743,occ,,,49122,Pantanellium cantuchapai,species,159979.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68102,524753,occ,,,51702,Pantanellium cantuchapai,species,159979.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68103,524754,occ,,,51703,Pantanellium cantuchapai,species,159979.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68104,524755,occ,,,51704,Pantanellium cantuchapai,species,159979.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68105,524756,occ,,,51705,Pantanellium cantuchapai,species,159979.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68106,524757,occ,,,51706,Pantanellium cantuchapai,species,159979.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68107,524758,occ,,,51707,Pantanellium cantuchapai,species,159979.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68108,524759,occ,,,51779,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68109,524760,occ,,,51780,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68110,524761,occ,,,51781,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68111,524762,occ,,,51782,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68112,524763,occ,,,51783,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68113,524764,occ,,,51784,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68114,524765,occ,,,51785,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68115,524766,occ,,,51786,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68116,524767,occ,,,51787,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68117,524768,occ,,,51788,Pantanellium cantuchapai,species,159979.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68118,524769,occ,,,51789,Pantanellium cantuchapai,species,159979.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68119,524770,occ,,,51790,Pantanellium cantuchapai,species,159979.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68127,524778,occ,,,51702,Cecrops,genus,59.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68128,524779,occ,,,51703,Cecrops,genus,59.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68129,524780,occ,,,51704,Cecrops,genus,59.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68130,524781,occ,,,51705,Cecrops,genus,59.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68142,524793,occ,,,51704,Hexapyramis,genus,84478.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68157,524808,occ,,,49109,Thanarla pulchra,species,159913.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68158,524809,occ,,,49117,Thanarla pulchra,species,159913.0,Early Valanginian,,140.2,136.4,13135,12.808333,43.258331,140.0
68159,524810,occ,,,49118,Thanarla pulchra,species,159913.0,Late Berriasian,Early Valanginian,145.0,136.4,13135,12.808333,43.258331,140.0
68160,524811,occ,,,49119,Thanarla pulchra,species,159913.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68182,524833,occ,,,51702,Thanarla pulchra,species,159913.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68183,524834,occ,,,51703,Thanarla pulchra,species,159913.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68184,524835,occ,,,51704,Thanarla pulchra,species,159913.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68185,524836,occ,,,51705,Thanarla pulchra,species,159913.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68186,524837,occ,,,51706,Thanarla pulchra,species,159913.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68187,524838,occ,,,51707,Thanarla pulchra,species,159913.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68188,524839,occ,,,51779,Thanarla pulchra,species,159913.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68189,524840,occ,,,51780,Thanarla pulchra,species,159913.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68190,524841,occ,,,51781,Thanarla pulchra,species,159913.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68191,524842,occ,,,51782,Thanarla pulchra,species,159913.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68192,524843,occ,,,51783,Thanarla pulchra,species,159913.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68193,524844,occ,,,51784,Thanarla pulchra,species,159913.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68194,524845,occ,,,51785,Thanarla pulchra,species,159913.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68235,524886,occ,,,49109,Emiluvia chica,species,159459.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68236,524887,occ,,,49110,Emiluvia chica,species,159459.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68237,524892,occ,,,49117,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,12.808333,43.258331,140.0
68238,524893,occ,,,49118,Emiluvia chica,species,159459.0,Late Berriasian,Early Valanginian,145.0,136.4,13135,12.808333,43.258331,140.0
68239,524894,occ,,,49119,Emiluvia chica,species,159459.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68240,524895,occ,,,49120,Emiluvia chica,species,159459.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68241,524896,occ,,,49121,Emiluvia chica,species,159459.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68242,524897,occ,,,49122,Emiluvia chica,species,159459.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68243,524898,occ,,,49123,Emiluvia chica,species,159459.0,Early Berriasian,,145.0,140.2,13135,13.166667,43.125,140.0
68244,524901,occ,,,51702,Emiluvia chica,species,159459.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68245,524902,occ,,,51703,Emiluvia chica,species,159459.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68246,524903,occ,,,51704,Emiluvia chica,species,159459.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68247,524904,occ,,,51705,Emiluvia chica,species,159459.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68248,524905,occ,,,51706,Emiluvia chica,species,159459.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68249,524906,occ,,,51707,Emiluvia chica,species,159459.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68250,524907,occ,,,51779,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68251,524908,occ,,,51780,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68252,524909,occ,,,51781,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68253,524910,occ,,,51782,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68254,524911,occ,,,51783,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68255,524912,occ,,,51784,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68256,524913,occ,,,51785,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68257,524914,occ,,,51786,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68258,524915,occ,,,51787,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68259,524916,occ,,,51788,Emiluvia chica,species,159459.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68260,524917,occ,,,51789,Emiluvia chica,species,159459.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68261,524918,occ,,,51790,Emiluvia chica,species,159459.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68262,524919,occ,,,51791,Emiluvia chica,species,159459.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68316,524973,occ,,,51702,Halesium,genus,136.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68317,524974,occ,,,51703,Halesium,genus,136.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68318,524975,occ,,,51704,Halesium,genus,136.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68319,524976,occ,,,51706,Halesium,genus,136.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68320,524977,occ,,,51707,Halesium,genus,136.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68321,524978,occ,,,51779,Halesium,genus,136.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68333,524990,occ,,,49109,Paronaella tubulata,species,159551.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68334,524991,occ,,,49110,Paronaella tubulata,species,159551.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68335,524996,occ,,,49117,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,12.808333,43.258331,140.0
68336,524997,occ,,,49118,Paronaella tubulata,species,159551.0,Late Berriasian,Early Valanginian,145.0,136.4,13135,12.808333,43.258331,140.0
68337,524998,occ,,,49119,Paronaella tubulata,species,159551.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68338,524999,occ,,,49120,Paronaella tubulata,species,159551.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68339,525000,occ,,,49121,Paronaella tubulata,species,159551.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68340,525001,occ,,,49122,Paronaella tubulata,species,159551.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68341,525002,occ,,,49123,Paronaella tubulata,species,159551.0,Early Berriasian,,145.0,140.2,13135,13.166667,43.125,140.0
68364,525027,occ,,,51702,Paronaella tubulata,species,159551.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68365,525028,occ,,,51703,Paronaella tubulata,species,159551.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68366,525029,occ,,,51704,Paronaella tubulata,species,159551.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68367,525030,occ,,,51705,Paronaella tubulata,species,159551.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68368,525031,occ,,,51706,Paronaella tubulata,species,159551.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68369,525032,occ,,,51707,Paronaella tubulata,species,159551.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68370,525033,occ,,,51779,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68371,525034,occ,,,51780,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68372,525035,occ,,,51781,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68373,525036,occ,,,51782,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68374,525037,occ,,,51783,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68375,525038,occ,,,51784,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68376,525039,occ,,,51785,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68377,525040,occ,,,51786,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68378,525041,occ,,,51787,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68379,525042,occ,,,51788,Paronaella tubulata,species,159551.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68380,525043,occ,,,51789,Paronaella tubulata,species,159551.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68381,525044,occ,,,51790,Paronaella tubulata,species,159551.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68396,525059,occ,,,49123,Paronaella trifoliacea,species,159550.0,Early Berriasian,,145.0,140.2,13135,13.166667,43.125,140.0
68412,525075,occ,,,51702,Paronaella trifoliacea,species,159550.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68413,525076,occ,,,51703,Paronaella trifoliacea,species,159550.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68414,525077,occ,,,51704,Paronaella trifoliacea,species,159550.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68415,525078,occ,,,51706,Paronaella trifoliacea,species,159550.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68416,525079,occ,,,51707,Paronaella trifoliacea,species,159550.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68417,525080,occ,,,51779,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68418,525081,occ,,,51780,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68419,525082,occ,,,51781,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68420,525083,occ,,,51782,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68421,525084,occ,,,51783,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68422,525085,occ,,,51784,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68423,525086,occ,,,51785,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68424,525087,occ,,,51786,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68425,525088,occ,,,51787,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68426,525089,occ,,,51788,Paronaella trifoliacea,species,159550.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68427,525090,occ,,,51789,Paronaella trifoliacea,species,159550.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68428,525091,occ,,,51790,Paronaella trifoliacea,species,159550.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68455,525118,occ,,,51706,Savaryella,genus,84769.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68480,525143,occ,,,51779,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68481,525144,occ,,,51780,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68482,525145,occ,,,51781,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68483,525146,occ,,,51782,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68484,525147,occ,,,51783,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68485,525148,occ,,,51784,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68486,525149,occ,,,51785,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68487,525150,occ,,,51786,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68488,525151,occ,,,51787,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68489,525152,occ,,,51788,Crucella collina,species,159448.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68490,525153,occ,,,51789,Crucella collina,species,159448.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68491,525154,occ,,,51790,Crucella collina,species,159448.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68492,525155,occ,,,51791,Crucella collina,species,159448.0,Late Berriasian,,145.0,140.2,13135,14.0,44.0,140.0
68500,525163,occ,,,49117,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,12.808333,43.258331,140.0
68501,525164,occ,,,49118,Bistarkum,genus,42.0,Late Berriasian,Early Valanginian,145.0,136.4,13135,12.808333,43.258331,140.0
68502,525165,occ,,,49119,Bistarkum,genus,42.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68516,525179,occ,,,51702,Bistarkum,genus,42.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68517,525180,occ,,,51703,Bistarkum,genus,42.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68518,525181,occ,,,51704,Bistarkum,genus,42.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68519,525182,occ,,,51705,Bistarkum,genus,42.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68520,525183,occ,,,51706,Bistarkum,genus,42.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68521,525184,occ,,,51707,Bistarkum,genus,42.0,Late Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68522,525185,occ,,,51779,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68523,525186,occ,,,51780,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68524,525187,occ,,,51781,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68525,525188,occ,,,51782,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68526,525189,occ,,,51783,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68527,525190,occ,,,51784,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68528,525191,occ,,,51785,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68529,525192,occ,,,51786,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68530,525193,occ,,,51787,Bistarkum,genus,42.0,Early Valanginian,,140.2,136.4,13135,14.0,44.0,140.0
68565,525228,occ,,,51702,Crucella,genus,84.0,Late Valanginian,Early Hauterivian,140.2,130.0,13135,14.0,44.0,140.0
68580,525243,occ,,,49109,Tetratrabs radix,species,159586.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68581,525244,occ,,,49110,Tetratrabs radix,species,159586.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68582,525249,occ,,,49119,Tetratrabs radix,species,159586.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68583,525250,occ,,,49120,Tetratrabs radix,species,159586.0,Late Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
68584,525251,occ,,,49121,Tetratrabs radix,species,159586.0,Early Berriasian,,145.0,140.2,13135,12.808333,43.258331,140.0
