,occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,age
6337,24911,occ,,,1782,Cucullaea glabra,species,417365.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6338,24912,occ,,,1782,Pterotrigonia,genus,17266.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6339,24913,occ,,,1782,Birostrina coptensis,species,422224.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6340,24914,occ,,,1782,Holaster,genus,33303.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6341,24915,occ,,,1782,Phyllobrissus,genus,33238.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6342,24916,occ,,,1782,Serpula,genus,7222.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6343,24917,occ,,,1782,Cyclothyris gibbsiana,species,291584.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6344,24918,occ,,,1782,Siphodictyum gracile,species,425660.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6345,24919,occ,,I,1782,Graysonia,genus,83893.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6346,24920,occ,,,1782,Lophidiaster ornatus,species,172376.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6347,24921,occ,,,1783,Sonneratia kitchini,species,129777.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6348,24922,occ,,,1783,Sonneratia,genus,15644.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6349,24923,occ,,,1783,Douvilleiceras mammillatum,species,146207.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6350,24924,occ,,,1783,Inoceramus (Actinoceramus) salomoni,species,145741.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6351,24925,occ,,,1783,Panopea,genus,61583.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6352,24926,occ,,,1783,Nanonavis,genus,16274.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6353,24927,occ,,,1783,Cucullaea glabra,species,417365.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6354,24928,occ,,,1783,Thetironia minor,species,417371.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6355,24929,occ,,,1783,Resatrix,genus,18186.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6356,24930,occ,,,1783,Pseudocardia,genus,18142.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6357,24931,occ,,,1783,Pterotrigonia,genus,17266.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6358,24932,occ,,,1783,Linotrigonia fittoni,species,398389.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6359,24933,occ,,,1783,Entolium orbiculare,species,357747.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6360,24934,occ,,,1783,Neithea quinquecostata,species,359172.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6361,24935,occ,,,1783,Exogyra,genus,16655.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6362,24936,occ,,F,1783,Gryphaeostrea canaliculata,species,345032.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6363,24937,occ,,,1783,Anchura,genus,9472.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6364,24938,occ,,,1783,Tessarolax,genus,10572.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6365,24939,occ,,,1783,Eucyclus,genus,8799.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6366,24940,occ,,,1783,Metacerithium,genus,10122.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6367,24941,occ,,,1783,Mesalia,genus,10117.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6368,24942,occ,,,1783,Leptomaria,genus,8916.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6369,24943,occ,,,1783,Gyrodes,genus,9928.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6370,24944,occ,,,1783,Eutrephoceras clementinum,species,313300.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6371,24945,occ,,,1783,Douvilleiceras monile,species,144565.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6372,24946,occ,,,1783,Douvilleiceras inaequinodum,species,422183.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6373,24947,occ,,,1783,Douvilleiceras,genus,14797.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6374,24948,occ,,,1783,Roberticeras newtoni,species,366501.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6375,24949,occ,,,1783,Roberticeras dupinianum,species,459550.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6376,24950,occ,,,1783,Uhligella,genus,15773.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6377,24951,occ,,,1783,Parengonoceras ebrayi,species,129530.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6378,24952,occ,,,1783,Hypacanthoplites milletianus,species,129763.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6379,24953,occ,,,1783,Otohoplites raulinianus,species,129767.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6380,24954,occ,,,1783,Otohoplites,genus,15294.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6381,24955,occ,,,1783,Otohoplites,genus,15294.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6382,24956,occ,,,1783,Otohoplites guersanti,species,129779.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6383,24957,occ,,,1783,Otohoplites,genus,15294.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6384,24958,occ,,,1783,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6385,24959,occ,,,1783,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6386,24960,occ,,,1783,Sonneratia,genus,15644.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6387,24961,occ,,,1783,Sonneratia,genus,15644.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6388,24962,occ,,,1783,Pseudosonneratia,genus,15539.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6389,24963,occ,,,1783,Cleoniceras cleon,species,129797.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6390,24964,occ,,,1783,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6391,24965,occ,,,1783,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6392,24966,occ,,,1783,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6393,24967,occ,,,1783,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6394,24968,occ,,,1783,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6395,24969,occ,,,1783,Cleoniceras (Neosaynella) inornatum,species,323232.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6396,24970,occ,,,1783,Tegoceras,genus,15710.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6397,24971,occ,,,1783,Oxytropidoceras (Oxytropidoceras) alticarinatum,species,338478.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6398,24972,occ,,,1783,Hamites praegibbosus,species,459462.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6399,24973,occ,,,1783,Hamites,genus,14957.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6400,24974,occ,,,1783,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6401,24975,occ,,,1783,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6402,24976,occ,,,1783,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6403,24977,occ,,,1783,Protanisoceras blancheti,species,144534.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6404,24978,occ,,,1783,Protanisoceras acteon,species,459459.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6405,24979,occ,,,1783,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6406,24980,occ,,,1783,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6407,24981,occ,,,1783,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6408,24982,occ,,,1783,Prohelicoceras,genus,15461.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6409,24983,occ,,,1783,Metahamites,genus,15185.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6410,24984,occ,,,1783,Modestella modesta,species,314132.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6411,24985,occ,,,1785,Inoceramus (Actinoceramus) salomoni,species,145741.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6412,24986,occ,,,1785,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6413,24987,occ,,,1785,Pseudosonneratia,genus,15539.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6414,24988,occ,,,1785,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6415,24989,occ,,,1785,Otohoplites,genus,15294.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6416,24990,occ,,,1785,Douvilleiceras mammillatum,species,146207.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6417,24991,occ,,,1785,Douvilleiceras monile,species,144565.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6418,24992,occ,,,1785,Roberticeras newtoni,species,366501.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6419,24993,occ,,,1785,Geoditesia,genus,466330.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6420,24994,occ,,,1785,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6421,24995,occ,,,1785,Terebrimya,genus,18507.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6422,24996,occ,,,1785,Martesia,genus,18471.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6423,24997,occ,,,1785,Xylophagella,genus,18520.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6593,25169,occ,,,1812,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6594,25170,occ,,,1812,Douvilleiceras mammillatum,species,146207.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6595,25171,occ,,,1812,Roberticeras newtoni,species,366501.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6596,25172,occ,,,1812,Hypacanthoplites,genus,15022.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6597,25173,occ,,,1812,,,,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6598,25174,occ,,,1812,Terebrirostra,genus,30585.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6599,25175,occ,,I,1812,Chondrites,genus,83875.0,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6600,25176,occ,,,1812,,,,Early Albian,,112.03,109.0,47,1.183333,51.083332,110.0
6623,25199,occ,,,1816,Hypacanthoplites,genus,15022.0,Albian,,113.0,100.5,47,1.083333,51.083332,110.0
6624,25200,occ,,,1816,Hypacanthoplites milletioides,species,129765.0,Albian,,113.0,100.5,47,1.083333,51.083332,110.0
6625,25201,occ,,,1816,Plocoscyphia,genus,4007.0,Albian,,113.0,100.5,47,1.083333,51.083332,110.0
6626,25202,occ,,,1816,Inversaria,genus,327948.0,Albian,,113.0,100.5,47,1.083333,51.083332,110.0
6627,25203,occ,,,1816,Oxytoma,genus,16876.0,Albian,,113.0,100.5,47,1.083333,51.083332,110.0
6628,25204,occ,,,1818,Cucullaea glabra,species,417365.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6629,25205,occ,,,1818,Entolium orbiculare,species,357747.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6630,25206,occ,,F,1818,Gryphaeostrea canaliculata,species,345032.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6631,25207,occ,,,1818,Exogyra,genus,16655.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6632,25208,occ,,,1818,Cliona,genus,3330.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6633,25209,occ,,,1818,Douvilleiceras mammillatum,species,146207.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6634,25210,occ,,,1818,Douvilleiceras monile,species,144565.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6635,25211,occ,,,1818,Douvilleiceras inaequinodum,species,422183.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6636,25212,occ,,,1818,Douvilleiceras,genus,14797.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6637,25213,occ,,,1818,Roberticeras newtoni,species,366501.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6638,25214,occ,,,1818,Sonneratia,genus,15644.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6639,25215,occ,,,1818,Pseudosonneratia,genus,15539.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6640,25216,occ,,,1818,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6641,25217,occ,,,1818,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6642,25218,occ,,,1818,Protohoplites (Hemisonneratia) puzosianus,species,129768.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6643,25219,occ,,,1818,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6644,25220,occ,,,1818,Protohoplites,genus,15490.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6645,25221,occ,,,1818,Otohoplites,genus,15294.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6646,25222,occ,,,1818,Otohoplites,genus,15294.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6647,25223,occ,,,1818,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6648,25224,occ,,,1818,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6649,25225,occ,,,1818,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,1.083333,51.083332,110.0
6693,25269,occ,,,1824,Exogyra conica,species,354095.0,Albian,,113.0,100.5,47,0.533333,51.283333,110.0
6694,25270,occ,,,1824,Ostrea,genus,16870.0,Albian,,113.0,100.5,47,0.533333,51.283333,110.0
6703,25279,occ,,,1826,Sonneratia kitchini,species,129777.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6704,25280,occ,,,1826,Sonneratia,genus,15644.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6705,25281,occ,,,1826,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6706,25282,occ,,,1826,Anadesmoceras,genus,14547.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6707,25283,occ,,,1826,Douvilleiceras mammillatum,species,146207.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6708,25284,occ,,,1827,Douvilleiceras,genus,14797.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6709,25285,occ,,,1827,Beudanticeras,genus,14620.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6710,25286,occ,,,1827,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6711,25287,occ,,,1827,Cleoniceras (Neosaynella) inornatum,species,323232.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6712,25288,occ,,,1827,Cleoniceras cleon,species,129797.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6713,25289,occ,,,1827,Cleoniceras,genus,14696.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6714,25290,occ,,,1827,Protanisoceras acteon,species,459459.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6715,25291,occ,,,1827,Protanisoceras blancheti,species,144534.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6716,25292,occ,,,1827,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6717,25293,occ,,,1827,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6718,25294,occ,,,1827,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6719,25295,occ,,,1827,Sonneratia,genus,15644.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6720,25296,occ,,,1827,Notopocorystes stokesii,species,222253.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6721,25297,occ,,,1827,Palaeocorystes broderipii,species,222233.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6722,25298,occ,,,1827,Homolopsis,genus,22483.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6723,25299,occ,,,1827,Inoceramus (Actinoceramus) salomoni,species,145741.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6724,25300,occ,,,1827,Leionucula,genus,16064.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6725,25301,occ,,,1827,Entolium orbiculare,species,357747.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6726,25302,occ,,,1827,Neithea quinquecostata,species,359172.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6727,25303,occ,,,1827,Plicatula,genus,16936.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6728,25304,occ,,,1827,Gyrodes,genus,9928.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6729,25305,occ,,,1827,Anchura,genus,9472.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6730,25306,occ,,,1827,Semisolarium,genus,12195.0,Early Albian,,112.03,109.0,47,0.083333,51.266666,110.0
6731,25307,occ,,,1828,Otohoplites raulinianus,species,129767.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6732,25308,occ,,,1828,Douvilleiceras,genus,14797.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6733,25309,occ,,,1828,Roberticeras newtoni,species,366501.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6734,25310,occ,,,1829,Otohoplites,genus,15294.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6735,25311,occ,,,1830,Hoplites (Isohoplites) eodentatus,species,332682.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6736,25312,occ,,,1830,Douvilleiceras inaequinodum,species,422183.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6737,25313,occ,,,1831,Hoplites,genus,15010.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6738,25314,occ,,,1831,Lyelliceras,genus,15141.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6739,25315,occ,,,1831,Hoplites (Isohoplites),subgenus,15043.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6740,25316,occ,,,1832,Lyelliceras lyelli,species,145458.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6741,25317,occ,24776.0,,1832,Lyelliceras,genus,15141.0,Albian,,113.0,100.5,36173,0.083333,51.266666,110.0
6742,25318,occ,,,1832,Beudanticeras,genus,14620.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6743,25319,occ,,,1832,Hoplites,genus,15010.0,Albian,,113.0,100.5,47,0.083333,51.266666,110.0
6744,25320,occ,,,1833,Douvilleiceras mammillatum,species,146207.0,Early Albian,,112.03,109.0,47,0.116667,51.283333,110.0
6745,25321,occ,,,1833,Protanisoceras,genus,15484.0,Early Albian,,112.03,109.0,47,0.116667,51.283333,110.0
6746,25322,occ,,,1833,Entolium orbiculare,species,357747.0,Early Albian,,112.03,109.0,47,0.116667,51.283333,110.0
6747,25323,occ,,,1834,Birostrina coptensis,species,422224.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6748,25324,occ,,,1834,Sonneratia,genus,15644.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6749,25325,occ,,,1834,Parallelodon (Nanonavis) carinatus,species,422824.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6750,25326,occ,,,1834,Cucullaea glabra,species,417365.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6751,25327,occ,,,1834,Tortarctica,genus,18345.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6752,25328,occ,,,1834,Inoceramus (Actinoceramus) salomoni,species,145741.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6753,25329,occ,,,1834,Entolium orbiculare,species,357747.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6754,25330,occ,,,1834,Semisolarium,genus,12195.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6755,25331,occ,22012.0,,1834,Discocyathus fittoni,species,393993.0,Early Albian,,112.03,109.0,30659,0.316667,51.316666,110.0
6756,25332,occ,,,1834,Terebrimya,genus,18507.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6757,25333,occ,,,1834,Exogyra,genus,16655.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
6758,25334,occ,,,1834,Douvilleiceras mammillatum,species,146207.0,Early Albian,,112.03,109.0,47,0.316667,51.316666,110.0
