,occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,age
7748,26701,occ,,,1989,Bryozoa,phylum,24773.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7749,26702,occ,,,1989,Barbatia,genus,16210.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7750,26703,occ,,,1989,Inoceramus fragilis,species,144314.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7751,26704,occ,,,1989,Pteria,genus,16981.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7752,26705,occ,,,1989,Vulsella,genus,17092.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7753,26706,occ,,,1989,Ostrea congesta,species,61522.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7754,26707,occ,,,1989,Ostrea,genus,16870.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7755,26708,occ,,,1989,Ostrea,genus,16870.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7756,26709,occ,,,1989,Ostrea soleniscus,species,143325.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7757,26710,occ,,,1989,Ostrea,genus,16870.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7758,26711,occ,,,1989,Exogyra,genus,16655.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7759,26712,occ,,,1989,Exogyra,genus,16655.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7760,26713,occ,,,1989,Exogyra,genus,16655.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7761,26714,occ,,,1989,Pecten,genus,16904.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7762,26715,occ,,,1989,Brachidontes,genus,16347.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7763,26716,occ,,,1989,Anatina,genus,17331.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7764,26717,occ,,,1989,Anatimya,genus,18691.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7765,26718,occ,,,1989,Etea,genus,17637.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7766,26719,occ,,,1989,Cardium,genus,17448.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7767,26720,occ,,,1989,Legumen,genus,17802.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7768,26721,occ,,,1989,Tapes,genus,18306.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7769,26722,occ,,,1989,Siliqua,genus,18250.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7770,26723,occ,,,1989,Cymbophora,genus,17556.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7771,26724,occ,,,1989,Calliomphalus,genus,8627.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7772,26725,occ,,,1989,Nerita,genus,9013.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7773,26726,occ,,,1989,Gyrodes,genus,9928.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7774,26727,occ,,,1989,Aporrhais,genus,9489.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7775,26728,occ,,,1989,Anchura,genus,9472.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7776,26729,occ,,,1989,Gastropoda,class,8304.0,Turonian,,93.9,89.8,53,-93.0,47.0,90.0
7777,26730,occ,35713.0,,1989,Metoicoceras bergquisti,species,144341.0,Turonian,,93.9,89.8,29572,-93.0,47.0,90.0
7778,26731,occ,,,1990,Serpula,genus,7222.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7779,26732,occ,,,1990,Gervillia,genus,16679.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7780,26733,occ,,,1990,Inoceramus fragilis,species,144314.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7781,26734,occ,,,1990,Ostrea congesta,species,61522.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7782,26735,occ,,,1990,Ostrea,genus,16870.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7783,26736,occ,,,1990,Ostrea,genus,16870.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7784,26737,occ,,,1990,Ostrea,genus,16870.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7785,26738,occ,,,1990,Exogyra,genus,16655.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7786,26739,occ,,,1990,Exogyra,genus,16655.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7787,26740,occ,,,1990,Exogyra,genus,16655.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7788,26741,occ,,,1990,Exogyra,genus,16655.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7789,26742,occ,,,1990,Brachidontes,genus,16347.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7790,26743,occ,,,1990,Pholadomya,genus,18795.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7791,26744,occ,,,1990,Cymbophora,genus,17556.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7792,26745,occ,35716.0,,1990,Metoicoceras bergquisti,species,144341.0,Turonian,,93.9,89.8,68446,-93.427498,47.288891,90.0
7793,26746,occ,,,1990,Metengonoceras,genus,15196.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7794,26747,occ,,,1990,Pancrustacea,unranked clade,273389.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
7795,26748,occ,,,1990,Vertebrata,subphylum,67149.0,Turonian,,93.9,89.8,53,-93.427498,47.288891,90.0
13709,36969,occ,,,2799,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13710,36970,occ,,,2799,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13711,36971,occ,,,2800,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13712,36972,occ,,,2800,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13713,36973,occ,,,2800,Bivalvia,class,16005.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13714,36974,occ,,,2801,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13715,36975,occ,,,2801,Pycnodonte,genus,62025.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13716,36976,occ,,,2801,Discinisca,genus,26471.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13717,36977,occ,,,2802,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13718,36978,occ,,,2802,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13719,36979,occ,,,2802,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13720,36980,occ,,,2802,Pycnodonte,genus,62025.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13721,36981,occ,,,2803,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13722,36982,occ,,,2803,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13723,36983,occ,,,2803,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13724,36984,occ,,,2803,Pycnodonte,genus,62025.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13725,36985,occ,,,2805,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13726,36986,occ,,,2805,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13727,36987,occ,,,2805,Pseudoperna,genus,16975.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13728,36988,occ,,,2804,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13729,36989,occ,,,2804,Pycnodonte,genus,62025.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13730,36990,occ,,,2806,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13731,36991,occ,,,2806,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13732,36992,occ,,,2806,Pycnodonte,genus,62025.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13858,39497,occ,,,3070,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13859,39498,occ,,,3070,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13860,39499,occ,,,3071,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13861,39500,occ,,,3071,Ostreidae,family,61529.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13862,39501,occ,,,3071,Discinisca,genus,26471.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13863,39502,occ,,,3072,Ammonoidea,subclass,14505.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13864,39503,occ,,,3072,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13865,39504,occ,,,3072,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13866,39505,occ,,,3072,Ostreidae,family,61529.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13867,39506,occ,,,3072,Discinisca,genus,26471.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13868,39507,occ,,,3073,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13869,39508,occ,,,3073,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13870,39509,occ,,,3073,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13871,39510,occ,,,3073,Phelopteria,genus,16917.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13872,39511,occ,,,3073,Entolium,genus,16635.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13873,39512,occ,,,3073,Pycnodonte,genus,62025.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13874,39513,occ,,,3073,Ostreidae,family,61529.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13875,39514,occ,,,3074,Vascoceras,genus,15784.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13876,39515,occ,,,3074,Watinoceras,genus,15804.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13877,39516,occ,,,3074,Puebloites,genus,15557.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13878,39517,occ,,,3074,Mytiloides,genus,16835.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13879,39518,occ,,,3074,Mytiloides mytiloides,species,144322.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13880,39519,occ,,,3074,Inoceramidae,family,60714.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13881,39520,occ,,,3074,Pseudoperna,genus,16975.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13882,39521,occ,,,3074,Ostreidae,family,61529.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13883,39522,occ,,,3074,Bivalvia,class,16005.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
13884,39523,occ,,,3074,Anisomyon,genus,12280.0,Turonian,,93.9,89.8,93,-104.716667,38.283333,90.0
14511,40927,occ,,,3208,Camptonectes,genus,16531.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14512,40928,occ,,,3208,Corbula,genus,18441.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14513,40929,occ,,,3208,Discinisca,genus,26471.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14514,40930,occ,,,3208,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14515,40931,occ,,,3208,Lucina,genus,17835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14516,40932,occ,,,3208,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14517,40933,occ,,,3208,Placenticeras,genus,15403.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14518,40934,occ,,,3208,Pycnodonte,genus,62025.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14519,40935,occ,,,3209,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14520,40936,occ,,,3209,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14521,40937,occ,,,3209,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14522,40938,occ,,,3209,Pycnodonte,genus,62025.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14523,40939,occ,,,3210,Discinisca,genus,26471.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14524,40940,occ,,,3210,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14525,40941,occ,,,3210,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14526,40942,occ,,,3210,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14527,40943,occ,,,3211,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14528,40944,occ,,,3211,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14529,40945,occ,,,3211,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14530,40946,occ,,,3212,Discinisca,genus,26471.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14531,40947,occ,,,3212,Entolium,genus,16635.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14532,40948,occ,,,3212,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14533,40949,occ,,,3212,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14534,40950,occ,,,3212,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14535,40951,occ,,,3212,Pycnodonte,genus,62025.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14536,40952,occ,,,3213,Discinisca,genus,26471.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14537,40953,occ,,,3213,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14538,40954,occ,,,3213,Lucina,genus,17835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14539,40955,occ,,,3213,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14540,40956,occ,,,3213,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14541,40957,occ,,,3213,Phelopteria,genus,16917.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14542,40958,occ,,,3214,Ammonoidea,subclass,14505.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14543,40959,occ,,,3214,Discinisca,genus,26471.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14544,40960,occ,,,3214,Entolium,genus,16635.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14545,40961,occ,,,3214,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14546,40962,occ,,,3214,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14547,40963,occ,,,3214,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14548,40964,occ,,,3214,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14549,40965,occ,,,3215,Ammonoidea,subclass,14505.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14550,40966,occ,,,3215,Bellifusus,genus,10835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14551,40967,occ,,,3215,Discinisca,genus,26471.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14552,40968,occ,,,3215,Drepanocheilus,genus,9785.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14553,40969,occ,,,3215,Entolium,genus,16635.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14554,40970,occ,,,3215,Bivalvia,class,16005.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14555,40971,occ,,,3215,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14556,40972,occ,,,3215,Lucina,genus,17835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14557,40973,occ,,,3215,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14558,40974,occ,,,3215,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14559,40975,occ,,,3215,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14560,40976,occ,,,3216,Ammonoidea,subclass,14505.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14561,40977,occ,,,3216,Discinisca,genus,26471.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14562,40978,occ,,,3216,Entolium,genus,16635.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14563,40979,occ,,,3216,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14564,40980,occ,,,3216,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14565,40981,occ,,,3216,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14566,40982,occ,,,3217,Camptonectes,genus,16531.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14567,40983,occ,,,3217,Discinisca,genus,26471.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14568,40984,occ,,,3217,Inoceramidae,family,60714.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14569,40985,occ,,,3217,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14570,40986,occ,,,3217,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14571,40987,occ,,,3217,Mytiloides,genus,16835.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14572,40988,occ,,,3217,Ammonoidea,subclass,14505.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14573,40989,occ,,,3217,Vascoceras,genus,15784.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
14574,40990,occ,,,3218,Drepanocheilus,genus,9785.0,Early Turonian,,93.5,89.3,93,-109.816666,36.349998,90.0
