,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,age,lat_paleo,lon_paleo
0,occ,,,1295,Nucula,genus,16082.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
1,occ,,,1295,Malletia,genus,16071.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
2,occ,,,1295,Nuculana,genus,16083.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
3,occ,,,1295,Nemodon,genus,16275.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
4,occ,,,1295,Striarca,genus,16314.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
5,occ,,,1295,Striarca,genus,16314.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
6,occ,,,1295,Idonearca capax,species,59942.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
7,occ,,,1295,Glycymerita,genus,16244.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
8,occ,,,1295,Glycymeris,genus,16243.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
9,occ,,,1295,Lycettia,genus,16371.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
10,occ,,,1295,Crenella elegantula,species,130052.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
11,occ,,,1295,Pinna,genus,16400.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
12,occ,,,1295,Tenuipteria argentea,species,62474.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
13,occ,,,1295,Syncyclonema,genus,17060.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
14,occ,,,1295,Camptonectes bubonis,species,61647.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
15,occ,,,1295,Anomia ornata,species,59133.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
16,occ,,,1295,Limatula acutilineata,species,60835.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
17,occ,,,1295,Gryphaeostrea vomer,species,102919.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
18,occ,,,1295,Ambigostrea,genus,16457.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
19,occ,,,1295,Pterotrigonia (Scabrotrigonia),subgenus,17274.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
20,occ,,,1295,Pterotrigonia (Scabrotrigonia),subgenus,17274.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
21,occ,,,1295,Clisocolus,genus,17486.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
22,occ,,,1295,Crassatella vadosa,species,59898.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
23,occ,,,1295,Scambula perplana,species,62183.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
24,occ,,,1295,Granocardium,genus,17710.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
25,occ,,,1295,Granocardium,genus,17710.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
26,occ,,,1295,Cymbophora,genus,17556.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
27,occ,,,1295,Cymbophora,genus,17556.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
28,occ,,,1295,Leptosolen biplicata,species,60826.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
29,occ,,,1295,Tellinimera,genus,18319.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
30,occ,,,1295,Aenona eufaulensis,species,58999.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
31,occ,,,1295,Linearis,genus,60879.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
32,occ,,,1295,Liothyris,genus,17821.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
33,occ,,,1295,Veniella conradi,species,62781.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
34,occ,,,1295,Tenea,genus,18327.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
35,occ,,,1295,Aphrodina,genus,17349.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
36,occ,,,1295,Cyprimeria,genus,17559.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
37,occ,,,1295,Caestocorbula crassiplica,species,59443.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
38,occ,,,1295,Eufistulana,genus,60309.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
39,occ,,,1295,Clavipholas,genus,18439.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
40,occ,,,1295,Opertochasma,genus,18479.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
41,occ,,,1295,Anatimya anteradiata,species,59102.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
42,occ,,,1295,Liopistha protexta,species,60897.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
43,occ,,,1295,Brevicardium fragile,species,61929.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
44,occ,,,1295,Camptonectes,genus,16531.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
45,occ,,,1295,Crenella serica,species,377026.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
46,occ,,,1295,Cymella,genus,18729.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
47,occ,,,1295,Eufistulana,genus,60309.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
48,occ,,F,1295,Exogyra (Exogyra) costata,species,354151.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
49,occ,,,1295,Gryphaeostrea vomer,species,102919.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
50,occ,,,1295,Juliacorbula,genus,18465.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
51,occ,,,1295,Legumen,genus,17802.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
52,occ,,,1295,Nucula,genus,16082.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
53,occ,,,1295,Protocardia (Pachycardium),subgenus,18006.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
54,occ,,,1295,Panopea,genus,61583.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
55,occ,,,1295,Parmicorbula,genus,18486.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
56,occ,,,1295,Pholadomya occidentalis,species,61723.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
57,occ,,,1295,Pinna laqueata,species,61760.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
58,occ,,,1295,Pleuriocardia,genus,18089.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
59,occ,,,1295,Lima (Lima) pelagica,species,60841.0,Maastrichtian,,72.1,66.0,40,-89.866669,37.0,70,40.87542361064039,-65.34984741013085
60,occ,,,1296,Nuculana,genus,16083.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
61,occ,,,1296,Idonearca capax,species,59942.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
62,occ,,,1296,Crenella serica,species,377026.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
63,occ,,,1296,Pteria,genus,16981.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
64,occ,,,1296,Syncyclonema,genus,17060.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
65,occ,,,1296,Anomia argentaria,species,59130.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
66,occ,,,1296,Pycnodonte vesicularis,species,151999.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
67,occ,,F,1296,Exogyra (Exogyra) costata,species,354151.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
68,occ,,,1296,Gryphaeostrea vomer,species,102919.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
69,occ,,,1296,Agerostrea falcata,species,61523.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
70,occ,,,1296,Ambigostrea,genus,16457.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
71,occ,,,1296,Pterotrigonia (Scabrotrigonia),subgenus,17274.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
72,occ,,,1296,Nymphalucina linearia,species,60962.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
73,occ,,,1296,Crassatella,genus,17518.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
74,occ,,,1296,Granocardium kuemmeli,species,59565.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
75,occ,,,1296,Pleuriocardia,genus,18089.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
76,occ,,,1296,Veniella conradi,species,62781.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
77,occ,,,1296,Tenea,genus,18327.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
78,occ,,,1296,Cyprimeria,genus,17559.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
79,occ,,,1296,Legumen,genus,17802.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
80,occ,,,1296,Caestocorbula crassiplica,species,59443.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
81,occ,,,1296,Nucula,genus,16082.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
82,occ,,,1296,Idonearca capax,species,59942.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
83,occ,,,1296,Crenella serica,species,377026.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
84,occ,,,1296,Botula,genus,16345.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
85,occ,,,1296,Pycnodonte vesicularis,species,151999.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
86,occ,,,1296,Exogyra,genus,16655.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
87,occ,,,1296,Gryphaeostrea vomer,species,102919.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
88,occ,,,1296,Crassatella,genus,17518.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
89,occ,,,1296,Pleuriocardia,genus,18089.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
90,occ,,,1296,Veniella conradi,species,62781.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
91,occ,,,1296,Cyprimeria,genus,17559.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
92,occ,,,1296,Legumen,genus,17802.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
93,occ,,,1296,Eufistulana,genus,60309.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
94,occ,,,1296,Clavipholas,genus,18439.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
95,occ,,,1296,Nucula,genus,16082.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
96,occ,,,1296,Anomia argentaria,species,59130.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
97,occ,,,1296,Vetericardiella,genus,18398.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
98,occ,,,1296,Crassatella vadosa,species,59898.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
99,occ,,,1296,Cymbophora,genus,17556.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
100,occ,,,1296,Cyclorisma,genus,17551.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
101,occ,,,1296,Acutostrea,genus,16445.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
102,occ,,,1296,Agerostrea mesenterica,species,61524.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
103,occ,,,1296,Anatimya anteradiata,species,59102.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
104,occ,,,1296,Aphrodina,genus,17349.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
105,occ,,,1296,Arcopsis,genus,16204.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
106,occ,,,1296,Bathytormus pteropsis,species,59897.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
107,occ,,,1296,Camptonectes bubonis,species,61647.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
108,occ,,,1296,Clavipholas,genus,18439.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
109,occ,,,1296,Cymbophora,genus,17556.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
110,occ,,,1296,Cyprimeria,genus,17559.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
111,occ,,,1296,Cyprimeria,genus,17559.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
112,occ,,,1296,Ethmocardium,genus,17638.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
113,occ,,,1296,Eufistulana,genus,60309.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
114,occ,,,1296,Glycymeris,genus,16243.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
115,occ,,,1296,Flemingostrea,genus,16663.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
116,occ,,,1296,Linearis,genus,60879.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
117,occ,,,1296,Liopistha,genus,18757.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
118,occ,,,1296,Phacoides,genus,54125.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
119,occ,,,1296,Malletia,genus,16071.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
120,occ,,,1296,Glossus (Miocardiopsis),subgenus,17920.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
121,occ,,,1296,Nemodon,genus,16275.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
122,occ,,,1296,Nucula,genus,16082.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
123,occ,,,1296,Nymphalucina linearia,species,60962.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
124,occ,,,1296,Pholadomya,genus,18795.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
125,occ,,,1296,Pleuriocardia,genus,18089.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
126,occ,,,1296,Pseudolimea,genus,16969.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
127,occ,,,1296,Pycnodonte,genus,62025.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
128,occ,,,1296,Pterotrigonia (Scabrotrigonia),subgenus,17274.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
129,occ,,,1296,Striarca,genus,16314.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
130,occ,,,1296,Syncyclonema travisanus,species,62403.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
131,occ,,,1296,Tellinimera,genus,18319.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
132,occ,,,1296,Veniella,genus,18387.0,Maastrichtian,,72.1,66.0,40,-95.98333,33.099998,70,38.42957847889507,-72.95729099367942
133,occ,,,1297,Nucula,genus,16082.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
134,occ,,,1297,Malletia,genus,16071.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
135,occ,,,1297,Nuculana,genus,16083.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
136,occ,,,1297,Malletia,genus,16071.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
137,occ,,,1297,Nemodon,genus,16275.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
138,occ,,,1297,Striarca,genus,16314.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
139,occ,,,1297,Limopsis,genus,16260.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
140,occ,,,1297,Crenella serica,species,377026.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
141,occ,,,1297,Crenella elegantula,species,130052.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
142,occ,,,1297,Modiolus,genus,77219.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
143,occ,,,1297,Syncyclonema kingi,species,62404.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
144,occ,,,1297,Gyrostrea,genus,16697.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
145,occ,,,1297,Nymphalucina linearia,species,60962.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
146,occ,,,1297,Myrtea,genus,17946.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
147,occ,,,1297,Clisocolus,genus,17486.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
148,occ,,,1297,Vetericardiella,genus,18398.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
149,occ,,,1297,Granocardium,genus,17710.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
150,occ,,,1297,Brevicardium fragile,species,61929.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
151,occ,,,1297,Cymbophora,genus,17556.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
152,occ,,,1297,Tellinimera,genus,18319.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
153,occ,,,1297,Tellinimera,genus,18319.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
154,occ,,,1297,Periplomya,genus,18792.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
155,occ,,,1297,Nucula,genus,16082.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
156,occ,,,1297,Nuculana,genus,16083.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
157,occ,,,1297,Nuculana,genus,16083.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
158,occ,,,1297,Striarca,genus,16314.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
159,occ,,,1297,Syncyclonema,genus,17060.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
160,occ,,,1297,Lima,genus,16765.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
161,occ,,,1297,Agerostrea falcata,species,61523.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
162,occ,,,1297,Ambigostrea,genus,16457.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
163,occ,,,1297,Nymphalucina linearia,species,60962.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
164,occ,,,1297,Vetericardiella,genus,18398.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
165,occ,,,1297,Cymbophora,genus,17556.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
166,occ,,,1297,Anatimya,genus,18691.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
167,occ,,,1297,Malletia,genus,16071.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
168,occ,,,1297,Nuculana,genus,16083.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
169,occ,,,1297,Solemya,genus,16162.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
170,occ,,,1297,Nemodon,genus,16275.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
171,occ,,,1297,Syncyclonema,genus,17060.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
172,occ,,,1297,Syncyclonema travisanus,species,62403.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
173,occ,,,1297,Anomia,genus,16476.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
174,occ,,,1297,Crassatella,genus,17518.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
175,occ,,,1297,Periploma,genus,18791.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
176,occ,,,1297,Pleuriocardia,genus,18089.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
177,occ,,,1297,Cuspidaria grandis,species,59982.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
178,occ,,,1297,Inoceramus,genus,16727.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
179,occ,,,1297,Anomia argentaria,species,59130.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
180,occ,,,1297,Cymbophora,genus,17556.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
181,occ,,,1297,Anomia ornata,species,59133.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
182,occ,,,1297,Antillocaprina,genus,18528.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
183,occ,,,1297,Caestocorbula crassiplica,species,59443.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
184,occ,,,1297,Crassatella vadosa,species,59898.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
185,occ,,,1297,Cyprimeria,genus,17559.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
186,occ,,,1297,Gervilliopsis ensiformis,species,60460.0,Maastrichtian,,72.1,66.0,40,-96.716667,31.4,70,36.93678236956829,-74.24980519546693
